SongNumber,SongID,TrackID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,Rock,Pop,Electronic,Jazz,Metal,RAndB,Folk,HipHop
3795,SOMZKMJ12AB017F236,TRAXGIT128F92E3C04,28503,The Gold Collection,AR4I72F1187B9A0D85,,,,Suzi Quatro,0.0,175.35955,9,0.37,217.327,1,0.0,Don't Break My Heart,0,1,0,0,0,0,0,0,0
3796,SOGKODD12A6D4FB0E5,TRAXGOK128F14AA743,62991,Tarefero de mis pagos,ARSWXNX1187FB3D04E,-37.0907,Argentina,-63.58481,Chango Spasiuk,0.0,351.29424,7,0.684,159.825,4,0.0,Chamamé crudo,0,0,0,0,0,0,0,0,0
3799,SOKSCMS12A8C1318CC,TRAXGZE128F4287B9E,269290,A new millenium of dub,ARA0JEL1187B998FA3,49.26044,Vancouver BC Canada,-123.11403,Dub Wiser,0.0,468.06159,1,0.157,130.019,4,1.0,Atom x,0,0,0,1,0,0,0,0,0
3806,SOXAMTJ12A58A7CD18,TRAXMWV128F14612AB,25936,Ponce,ARB5S4L1187FB4AD20,,,,Carlos Ponce,0.0,240.3522,7,0.773,89.981,4,0.089,Quiero,2002,0,1,0,0,0,0,0,0
3808,SOQLAEP12A8C1372F1,TRAXMUC128F4273749,287708,La Historia,AR2FSX31187B98E3EF,18.46633,San Juan Puerto Rico,-66.10572,Ricky Martin,0.0,336.19546,3,0.764,141.71,4,0.0,Fuego De Noche_ Nieve De Día,2001,0,1,0,0,0,0,0,0
3809,SODYKGH12A6D4FD729,TRAXMHR128F421A89B,226851,Hold Me To It,ARBZAIL1187FB5B1C8,42.31256,Boston MA,-71.08868,Bob Margolin,0.0,227.00363,11,0.602,102.516,4,0.768,Ice Or Fire,0,1,0,0,0,0,0,0,0
3810,SOVAHZK12A6310F23C,TRAXMAK128E07822CB,1036,Fake Plastic Trees,ARH6W4X1187B99274F,51.75222,Oxford UK,-1.25596,Radiohead,0.0,281.12934,2,0.488,99.68,3,0.693,Fake Plastic Trees (Acoustic Version),2009,1,1,0,0,0,0,1,0
3813,SOUECYK12AAF3B3AC7,TRAXMNY12903CB5207,800001,Hôtel Costes 11 by Stéphane Pompougnac,ARRW6DJ1187FB50A67,40.71455,New York NY,-74.00712,Pacha Massive,0.0,205.89669,11,0.013,105.991,4,0.143,Don't let go,2006,0,0,1,1,0,0,0,1
3814,SOATHRP12A8C13407D,TRAXYCY128F42409F3,191294,Sister Rosetta Tharpe Vol. 2 1942-1944,AR6TD9K1187B9A207D,35.00459,Cotton Plant AR,-91.25019,Sister Rosetta Tharpe,0.0,162.40281,0,0.0,181.861,1,0.0,What He Done For Me,2002,0,0,0,0,0,0,0,0
3817,SOWJFHF12AF72A7603,TRAXYPP128F92F9111,484175,Steps of Faith 1987-1991,ART1R9I1187B9B3324,,,,Margaret Becker,0.0,268.87791,0,0.31,162.296,4,0.159,Just Come In,0,0,0,0,0,0,0,0,0
3818,SOIQNWY12A67AD87D3,TRAXYGR128EF3456B5,69889,Truth & Lies,ARX2DLI1187FB4DD03,-33.86785,Sydney Australia,151.20732,The Presets,0.0,243.9571,0,0.773,59.496,1,0.0,Truth And Lies,2006,0,0,1,0,0,0,0,0
3819,SOEKQOA12A6D4FAEA3,TRAXYUH128F149EA4E,57714,Scratchy: The Reprise Recordings [Includes Liner Notes],ARXLX5L1187FB47BED,,,,Crazy Horse,0.0,212.92363,0,0.206,95.415,4,0.0,Dirty_ Dirty  (Album Version),0,1,0,0,0,0,0,0,0
3820,SOUGGOX12A8C13556D,TRAXYWT128F427C9FD,291030,Thisia Live,AR4OHL91187B9B2EB9,,,,Angela Dimitriou,0.0,230.63465,4,0.617,123.545,3,0.088,Ta Methismena S' Agapo,0,0,0,0,0,0,0,0,0
3826,SOQZTQP12AB0180D25,TRAXSYH128F9307A73,490624,Rafaniello  Salario Garantito,ARVY1W51187B9AF4F7,,,,99 Posse,0.0,369.26649,7,0.08,165.764,4,0.0,Salario Garantito (Versione Strumentale),1992,1,0,0,0,0,0,0,0
3827,SOMBFHE12A8C13A99B,TRAXSUN128F426D36B,204453,From the Corner To the Block,ARRNO111187B9B3FC9,,,,Galactic,0.0,238.96771,11,0.673,104.195,4,1.0,Think Back,2007,0,0,0,0,0,1,0,1
3828,SOIVYLE12A67020ED4,TRAXSWX128E0792BEF,15683,Time Tough: The Anthology,ARANIJI11F4C83EFD2,,,,Toots & The Maytals,0.0,128.33914,1,0.0,115.365,4,1.0,It's You,1996,0,0,0,0,0,0,0,0
3834,SONJBUC12A6D4F92A2,TRALDCM128F4222464,176238,Da Bomb Vol 5,ARJ4B7V1187FB4CB90,,,,DJ Godfather,0.0,53.21098,1,0.0,97.075,7,0.49,Intro,1998,0,0,0,0,0,0,0,0
3836,SOJXNPU12A8C13170B,TRALDEZ128F4265BF7,283541,Glut Und Asche (Remaster),ARHJMEF1187FB415AE,,D�orf Germany,,Fehlfarben,0.0,291.13424,2,0.635,122.754,4,1.0,Magnificent Obsession,1983,0,0,0,0,0,0,0,0
3837,SOOPVJI12AB0183957,TRALDUE128F9312AF2,623494,Just Say Yes,ARVN9FZ1187FB393F1,56.46913,Dundee Scotland,-2.97489,Snow Patrol,0.0,284.1073,9,0.597,107.998,4,0.384,Just Say Yes,2009,1,1,1,0,0,0,1,0
3838,SOAEAQO12AB0184ACE,TRALDSB12903CB4242,667161,Eclipse of Ages Into Black,AREY3RN1187B993C5F,29.95369,New Orleans LA,-90.07771,Goatwhore,0.0,205.63546,1,0.589,113.557,4,0.712,Gravedom,2000,0,0,0,0,1,0,0,0
3839,SOBHMQL12A67ADE30A,TRALDWN128EF33FB6E,66828,Cool As,AR9AM2N1187B9AD2F1,53.4796,Manchester England,-2.24881,Inspiral Carpets,0.0,283.32363,2,0.834,113.608,4,1.0,Commercial Reign,1990,1,1,0,0,0,0,0,0
3842,SOVKZIU12AB0180A2D,TRALDAC128F9349882,644939,Queens Of Country,ARDY3451187B9A0226,38.68193,Dry Ridge KY,-84.59431,Skeeter Davis,0.0,125.77914,11,0.132,120.689,3,1.0,Am I That Easy To Forget,1995,0,0,0,0,0,0,0,0
3843,SOKUJAQ12A8AE46C1B,TRALDYU128F422C336,234871,Wild & Wicked,ARSPQ0H1187B999944,54.97938,Walker-on-Tyne England,-1.54508,Eric Burdon,0.0,318.37995,2,0.695,86.833,3,1.0,Ghetto Child,1997,1,0,0,0,1,1,0,0
3844,SOQGLWB12AF72A632B,TRALDDK128F9300AC5,342901,Live At The House Of Blues,ARIMZQZ1187B9AD541,33.78779,Orange CA,-117.85311,Thrice,0.0,329.7171,9,0.585,126.947,7,0.957,The Earth Will Shake,2005,1,0,0,0,1,0,0,0
3846,SOTBQVH12A58A7B6C7,TRALNOD128F4264AEB,282364,Starchild,ARMIMHT1187B98F038,34.01949,Santa Monica CA,-118.49138,Teena Marie,0.0,345.67791,6,0.481,99.978,3,0.978,Help Youngblood Get To the Freaky Party,1984,0,1,0,0,0,1,0,0
3850,SOFVVWJ12AB0183B6A,TRALNAU128F9340B60,556611,Passo De Anjo Ao Vivo,ARMQUTT12086C12BF5,,,,Spok Frevo Orquestra,0.0,269.73995,2,0.446,71.156,4,0.246,Passo De Anjo,2007,0,0,0,1,0,0,0,0
3851,SOJHMFW12B0B80B79B,TRALNJR128F145AC96,23876,Paul's Boutique,ARLHO5Z1187FB4C861,40.71427,New York NY,-74.00597,Beastie Boys,0.0,247.7971,9,0.0,100.788,4,0.899,Shadrach,1989,1,1,0,0,0,1,0,1
3852,SOLBDUG12AB0183A49,TRALNOK128F9302230,488730,Daouda et sa guitar,ARMW52H1187B98C835,,,,Daouda,0.0,208.37832,2,0.033,104.72,4,0.859,Mon coeur balance,0,0,0,0,0,0,0,0,0
3855,SOONKTB12AC3DFA982,TRALNYJ12903CF840F,603302,Keep On Singin',AR8I87E1187FB57E2E,34.26624,Pacoima CA,-118.4164,Andrae Crouch,0.0,174.602,7,0.65,164.647,1,0.0,Ive Got Confidence,0,0,0,0,0,0,0,0,0
3856,SOOYRFK12A6D4FB5CA,TRALNAB128F421B318,228539,Bliminal,ARD4KNM1187FB3626A,,,,Liquid Stranger,0.0,551.54893,5,0.503,93.328,4,0.311,We Meet at Last,2007,0,0,1,0,0,0,0,0
3860,SOOTADG12AF729F5CF,TRALZTM128F92EC5F0,332606,My Love Ultimate Essential Collection,ARFWL8S1187B9B4B44,47.21893,Charlemagne Quebec Canada,-73.14762,Céline Dion,0.0,274.57261,1,0.523,120.047,4,0.952,Because You Loved Me (Theme from Up Close and Personal),1996,0,1,0,0,0,0,0,0
3861,SOXZUMI12A58A77D7F,TRALZXZ128F92E26EF,521623,LIVE AT MONTREUX,AR76DOS1187FB5AE78,,,,The Jeff Healey Band,0.0,223.92118,9,0.518,126.16,4,0.0,My Little Girl,1988,1,0,0,0,0,0,0,0
3862,SOSXDVD12A58A7D78C,TRALZUL128F4236D23,132469,The Best Of Sugar Ray,ARW5IF01187B9AEA98,33.6671,Orange County CA,-117.76505,Sugar Ray,0.0,161.82812,11,0.258,92.299,4,0.028,Mean Machine (Remastered LP Version),2005,0,0,0,0,0,0,0,0
3864,SOWWHEW12A81C21D9D,TRALZPL128F423BE6B,135389,Superfly:  Deluxe 25th Anniversary Edition,ARNMWP51187FB3E963,41.88415,Chicago IL,-87.63241,Curtis Mayfield,0.0,188.21179,4,0.903,119.811,4,0.0,Superfly (Single Mix Version),0,0,0,0,0,0,0,0,0
3866,SODAKWB12A8C12FFBE,TRALZBP128F4263E1A,283244,Big Hopes,ART09111187FB5BF48,32.36503,Meridian MS,-88.70307,Ty Herndon,0.0,217.15546,2,0.35,128.087,4,0.065,A Man Holdin' On (To A Woman Lettin' Go),1998,0,0,0,0,0,0,0,0
3868,SONNMKS12A8C13E662,TRALZKE128F42A45D1,118602,1408,AR9ILJF1187B9B80ED,33.89275,Beirut Lebanon,35.48527,Gabriel Yared,0.0,100.0224,4,0.0,137.149,3,0.403,Ship in a Painting,2007,0,0,0,0,0,0,0,0
3873,SOEBCBI12AF72A154F,TRALZBV128F4250E60,275321,Silent Shout,AR7DBMA1187FB516B1,62,Sweden,15,The Knife,0.0,368.79628,4,0.183,105.02,4,0.58,The Captain,0,1,1,1,0,0,0,0,0
3875,SOFUCJI12A8C142A03,TRALPHD128F428A7B1,239836,Mejores Tiempos,AR51YM81187B9B536C,,,,Michael Salgado,0.0,221.64853,7,0.415,206.637,4,0.0,Surfriendo El Castigo,0,0,0,0,0,0,0,0,0
3876,SOFPTCN12A8C13BD3C,TRALPOE128F4272278,157094,Bandidos Rurales,AR2S6UD1187B9B944F,,,,León Gieco,0.0,266.762,2,0.972,120.023,3,0.776,Ruta Del Coya,2002,0,0,0,0,0,0,0,0
3879,SOOCYRU12A8C132403,TRALPQV128F424F989,144074,Kommt zusammen,ARNJVSL1187B99AFD4,52.51607,Berlin Germany,13.37698,2raumwohnung,0.0,335.17669,11,0.029,111.016,4,0.748,Lachen und weinen,2001,1,1,1,0,0,0,0,0
3880,SOAFJWE12AB01837B3,TRALPJJ128F9311763,452608,Outrageously Wild,ARC6J781187B98F02B,,,,Tania Maria,0.0,325.66812,11,0.496,176.18,4,0.0,Come With Me,1983,0,0,0,1,0,1,0,0
3882,SOEKYVZ12AB018741A,TRALPGW12903CAFFB5,709418,Burned Alive By Time,ARWLV931187B9B0F5A,30.33138,Jacksonville FL,-81.6558,Evergreen Terrace,0.0,143.882,7,0.08,166.03,4,0.0,Please Hammer Don't Hurt 'Em,2002,1,0,0,0,1,0,0,0
3884,SOELLGL12A8C13691C,TRALPFL128F424B5F4,195499,Avatar,ARDE7I31187FB43352,23.1168,Havana Cuba,-82.38859,Gonzalo Rubalcaba,0.0,424.51546,9,0.332,187.406,4,0.141,Infantil (Dedicated to John McLaughlin),2008,0,0,0,1,0,0,0,0
3885,SOTXYXO12AB018B008,TRALPKG12903CDCA8A,726498,Bright Lights,AR6892W1187B9AC71B,51.50853,London England,-0.12574,Placebo,0.0,221.6224,7,0.422,118.956,4,0.047,The Never-Ending Why,2009,1,1,1,0,0,0,0,0
3886,SOESQNH12A58A79AC3,TRALPXC128E07819A8,800,Jubilee,ARD3LXU1187B9ABFC5,,,,Sex Pistols,0.0,194.58567,2,0.065,144.573,4,0.0,Pretty Vacant,1977,1,1,0,0,1,0,0,0
3887,SOXXSLE12AB0184F1B,TRALPQM128F931C28A,626950,Shellcode,ARJPADO1187B9897CE,,,,Moving Ninja,0.0,287.00689,6,0.313,90.167,3,1.0,Lost Tribe,2005,0,0,1,0,0,0,0,0
3888,SOLPNHG12A8AE47934,TRALPZN128F4241A2F,138239,Adrenaline Rush,ARSE5NP1187B9B98AB,41.85003,Chicago IL,-87.65005,Twista,0.0,368.03873,1,0.847,120.389,4,0.62,It Feels So Good (Album Version),1997,0,0,0,0,0,0,0,1
3889,SOQBKRM12A8C13E97C,TRALWLU128F428C39A,270025,Day & Night ... My Favorite Shunza,ARGWLJT12086C14A09,,,,Shunza,0.0,278.38649,6,0.425,141.733,4,0.887,Dear Friend,0,0,0,0,0,0,0,0,0
3891,SOOHXAA12AB018A1D2,TRALWNE12903C95228,568216,When Jazz Was King,AR20CFC1187B98A25D,38.89511,Washington,-77.03637,Ray Charles,0.0,170.00444,1,0.623,154.332,4,0.968,Heartbreaker,0,0,0,0,1,0,1,0,0
3899,SOFZBXX12AB0181731,TRALCFV128F93417AD,511811,12 Vivos,ART6QCS1187FB40CBD,,,,Los Auténticos Decadentes,0.0,205.37424,0,0.372,133.821,4,0.334,Que Vas A Hacer Conmigo,2004,0,0,0,0,0,0,0,0
3900,SOFLBQJ12A8C1334BF,TRALCPV128F4254A68,146240,1954-56 Combinations,AR4R84C1187FB3EC16,40.71455,New York NY,-74.00712,Shelly Manne,0.0,255.39873,7,0.748,121.871,3,0.677,Get Me To The Church On Time,1996,0,0,0,1,0,0,0,0
3901,SOUOWOU12AC3DF4CB6,TRALCCO12903CEBB97,777245,Live at the longbranch and more,ARLJWTL1187B98C0DE,42.31256,Boston MA,-71.08868,Modern Lovers,0.0,260.62322,7,0.026,142.857,4,0.419,She cracked,1976,1,1,0,0,0,0,0,0
3903,SOUJALE12A8C130DF5,TRALIIP128F4246C80,140390,Cuts From The Crypt,ARA1UU51187FB5A70B,40.72816,New Jersey,-74.07764,Misfits,0.0,201.82159,5,0.559,135.801,7,0.818,Helena 2 (Album Version),0,1,0,0,0,0,0,0,0
3904,SOVCFPI12AAF3B2045,TRALIEV128F92DE23C,382330,Fearless,ARS54I31187FB46721,40.32954,Wyomissing PA,-75.96521,Taylor Swift,0.0,245.78567,4,0.365,167.97,4,0.623,Should've Said No,2006,1,1,0,0,0,0,0,0
3906,SOLGWJT12A8C14181B,TRALIOV128F92C50C4,313492,Boss Drum (album),ARK8EHO1187B9B71D1,57.15382,Aberdeen Scotland,-2.10679,Shamen,0.0,292.28363,1,0.063,125.749,4,0.534,Phorever People,1992,0,0,1,1,0,0,0,0
3908,SOHHJYE12CF530E53A,TRALIZA128F4233586,130598,Big Summer Tunes,ARDCFNZ1187FB3DDB0,40.4165,Madrid Spain,-3.70256,Enrique Iglesias,0.0,222.14485,8,0.918,114.983,4,1.0,Do You Know? (The Ping Pong Song),2007,0,1,0,0,0,0,0,0
3909,SOSKQWN12A58A7D155,TRALIHL128E0791C9A,15415,Catch The Rainbow: The Anthology,ARZTSYB1187FB54987,,,,Rainbow,0.0,454.1122,5,0.381,135.206,4,0.728,Rainbow Eyes,1978,1,0,0,0,1,0,0,0
3910,SOMYIFM12AAF3B5E69,TRALIQF128F930B7B0,402946,Hart(z) IV,ARI6CSW1187B9AF09A,,M�engladbach Germany,,Eko Fresh,0.0,238.13179,1,0.0,86.928,4,1.0,Hart(z) IV,0,0,0,0,0,0,0,0,1
3911,SOKUYDL12A8C13623E,TRALIVO128F4279262,289953,ANTHOLOGY,ARS86AJ1187B9B4225,29.88519,Port Arthur TX,-93.94233,Janis Joplin,0.0,183.14404,7,0.938,137.368,1,0.0,Down On Me,1972,1,0,0,1,0,1,1,0
3915,SOBSEGK12A58A7BEBF,TRALSXX128F92F94B0,340299,Spunk,ARD3LXU1187B9ABFC5,,,,Sex Pistols,0.0,129.93261,8,0.783,129.722,1,0.0,Seventeen,1977,1,0,0,0,1,0,0,0
3916,SOTSIIH12A8C13A516,TRALSOA128F4275F49,212218,Café Quijano,ARAIJG51187B9B97A4,,,,Café Quijano,0.0,262.37342,11,0.386,102.677,4,0.752,Poesía De Amor,1998,0,0,0,0,0,0,0,0
3917,SODKRYJ12AC468A00F,TRALSQW12903CEDA8C,599957,It's So God!,ARZKFR51187B9AF51B,,,,Brian Free & Assurance,0.0,207.04608,11,0.715,108.565,4,0.924,The Coming Of The King,0,0,0,0,0,0,0,0,0
3919,SOPFUJH12A8C1460C9,TRALSAJ128F92EDC84,479468,Seul Ou presque,ARGDSO91187B9AAB35,,,,Patrick Bruel,0.0,263.94077,9,0.733,140.696,4,0.245,L'Appart,1991,0,0,0,0,0,0,0,0
3921,SOSJYAJ12A6D4FCA04,TRALSIS128F4223DAC,176769,Wail & Ride,AREP0H61187FB443CF,,,,Grayson Capps,0.0,124.18567,2,0.011,101.076,4,0.484,Give It To Me,2006,1,0,0,0,0,0,0,0
3922,SOBMPPH12A6D4F87E1,TRALSWJ128F1467EDE,28279,Static Age,ARA1UU51187FB5A70B,40.72816,New Jersey,-74.07764,The Misfits,0.0,82.1024,2,0.709,185.615,1,0.0,She (1997 Digital Remaster),1996,1,0,0,0,0,0,0,0
3925,SOBAAER12A8C13A83C,TRALYQN128F42624E1,205410,Riot_ Riot_ Upstart,AR0O3AV1187FB4D030,40.71455,New York NY,-74.00712,Agnostic Front,0.0,94.6673,9,0.534,116.438,1,0.0,Rock Star,1999,0,0,0,0,0,0,0,0
3927,SORFRSB12A8C13DB7F,TRALYPO128F429C4AF,114501,Live In Boston 1970,ARUGU0E1187B9B30F6,34.05349,Los Angeles California United States,-118.24532,The Doors,0.0,434.15465,2,0.582,86.051,3,1.0,Rock Me (Live In Boston_ 1970) (1st Show),0,1,0,0,0,0,0,0,0
3931,SOMTUMT12A67ADAE76,TRALYWI128EF33EDC7,66510,Alien Road,ARMDE3V1187FB3EEFB,,,,The Last Days Of Jesus,0.0,209.55383,8,0.91,125.126,4,1.0,Life In Line,2004,0,0,0,0,0,0,0,0
3933,SOMQUCX12A6D4F89B6,TRALYEW128F146A755,29172,Solaris,ARKQ6QN1187B9B016D,52.05777,Ipswich England,1.14378,Photek,0.0,326.922,9,0.045,104.98,4,0.742,Terminus,2000,0,0,1,0,0,0,0,0
3935,SOJMOQU12AC468B167,TRALMYT12903D0954C,788125,Let Me Get Close To You (With Bonus Tracks),ARDY3451187B9A0226,38.68193,Dry Ridge KY,-84.59431,Skeeter Davis,0.0,128.67873,3,0.49,134.931,1,0.261,Ladder Of Success,0,0,0,0,0,0,0,0,0
3936,SOXIZCU12A8C1440A1,TRALMBM128F92EAA15,524674,Dance Vault Mixes - Never Again,ARJGIOD1187B9AE920,,,,Kelly Clarkson,0.0,368.92689,5,0.236,131.991,5,0.496,Never Again,2007,1,1,0,0,0,0,0,0
3937,SOPOJVI12A58A7E706,TRALMTD128E07862AC,8566,Whut? The Album,ARXWAQQ1187B9AE954,40.77331,Newark NJ,-73.87989,Redman,0.0,185.83465,0,0.125,94.146,4,0.298,Jam 4 U,1992,0,0,0,0,0,0,0,1
3942,SOEEWVH12A58A78C98,TRALGWZ128F4241B20,246071,World War III,AR78ZID1187B9B31ED,18.11526,Jamaica,-77.27348,Mikey Dread,0.0,309.83791,1,0.857,144.144,4,0.443,The Jumping Master,1981,0,0,0,0,0,0,0,0
3943,SOLHRRP12A6D4F4A3B,TRALGQW128F1466EAD,27864,Ultra-LoungeMondo Exotica: Volume One,ARCU3AN1187B989EA0,,,,Bas-Sheva,0.0,178.65098,10,0.512,111.504,4,0.552,Lust (1995 Digital Remaster),0,0,0,0,0,0,0,0,0
3944,SOTLJUL12AF72A198D,TRALGQH12903CD4922,591026,E.M.C. [Edited],ARYF20K1187B9B76BD,33.78779,ORANGE California,-117.85311,George Lopez,0.0,215.7971,6,0.317,113.131,3,0.64,Kids Now,2006,0,0,0,0,0,0,0,0
3946,SOWPUQN12A6D4F8821,TRALGZN128F14956C4,53595,Country Music Hall Of Fame Series: Grandpa Jones,ARQ91R31187FB38A88,37.82245,Niagra KY,-85.69091,Grandpa Jones,0.0,158.71955,9,1.0,65.93,1,0.0,Falling Leaves,1995,0,0,0,0,0,0,0,0
3947,SONWUQM12AB01821AB,TRALGYO128F934D18D,646431,Kings and Queens,ARRBF3M1187FB4D59F,34.05223,Los Angeles CA,-118.24368,30 Seconds To Mars,0.0,297.53424,6,0.738,122.924,4,0.747,Night of the Hunter (Static Revenger Remix),2009,1,0,1,0,0,0,0,0
3952,SOXDYYS12AB0180A12,TRALGCQ128F931D8D5,543041,Aitai,ARVFGPJ1187B9A2477,,,,Michelle & Vickie,0.0,194.21995,4,0.411,120.014,3,0.461,Ai De Ka Luo Li,0,0,0,0,0,0,0,0,0
3953,SOSWLCT12A58A79466,TRALGOQ128F93409F3,423439,Phantomsmasher,ARXW6QA1187B9983C0,,,,Phantomsmasher,0.0,382.14485,3,0.796,88.05,3,1.0,Bishop Hopping,2002,0,0,0,0,0,0,0,0
3956,SONQTZF12AB0181781,TRALJAZ128F933DE4A,468483,Neil Sedaka Selected Hits,ARUE3AK1187B9AC923,40.6501,Brooklyn NY,-73.94958,Neil Sedaka,0.0,256.9922,4,0.138,159.184,1,0.0,Superbird,0,0,0,0,0,0,0,0,0
3958,SOSJENW12AB0185F30,TRALJGO128F9347068,558721,Cherish The Ladies: Irish Women Musicians in America,AR9SYAF1187FB43BD5,,,,Cherish The Ladies,0.0,134.81751,2,0.044,118.182,5,0.374,The Shaskeen  Gan Ainm,1999,0,0,0,0,0,0,1,0
3961,SOAYOFO12AF72A4B88,TRALJBT128F4266FD8,283324,J.Lo,AR7C6G11187B9B4C1E,40.84985,The Bronx New York,-73.86641,Jennifer Lopez,0.0,211.56526,6,0.334,104.796,4,1.0,Play,2001,1,1,1,0,0,1,0,1
3962,SOZIVOA12A6D4FA4BD,TRALJPG128F14B0B34,65516,Celtic Worship 2,ARJWK3M1187B98D679,,,,Eden's Bridge,0.0,337.13587,2,0.416,79.13,5,0.7,By My Spirit  (),0,0,0,0,0,0,0,0,0
3963,SOMUBQM12A8C13ABC0,TRALJBG128F9301EDD,343322,Still [Collector's Edition],ARKZXSQ1187B9AC9F3,,,,Joy Division,0.0,241.08363,5,0.316,133.331,4,0.278,A Means To An End [Live at Birmingham University] [2007 Re-mastered],0,0,1,0,0,0,0,0,0
3965,SOBFTEV12A8C13B4A4,TRALJVQ128F428C764,166629,Long Road Out Of Eden,AR16GSC1187B9A6291,34.05223,Los Angeles California,-118.24368,Eagles,0.0,261.17179,5,0.449,92.186,4,0.468,I Don't Want To Hear Any More,2007,1,1,0,0,0,0,0,0
3966,SONSSFN12A58A7C412,TRALJKN128F92C5F5E,7091,Live From Cincinnati_ Bringin' It Home,ARSYKGV1187B9A49CD,,,,Nicole C. Mullen,0.0,237.16526,8,0.377,104.039,4,0.899,Shooby (Live Version),0,0,0,0,0,0,0,0,0
3967,SOKMXBB12A67AD85BC,TRALTAK128EF340776,67219,The Man,ARBU6D71187B9B5319,30.19145,Vinton LA,-93.58068,Clarence Gatemouth Brown,0.0,325.19791,2,0.828,136.38,1,0.14,Up Jumped The Devil,0,0,0,0,0,0,0,0,0
3971,SOTDNWF12AB0186452,TRALTKQ128F932DA67,505433,60 Second Wipe Out,AR3TG3X1187FB4D577,52.51607,Berlin Germany,13.37698,Atari Teenage Riot,0.0,249.46893,2,0.498,100.341,4,0.933,Revolution Action,1999,1,0,1,0,0,0,0,0
3973,SOUVGPX12A8C13CE77,TRALTDA128F427D0A3,216084,Present Tense,AR2G8SU1187FB4A871,42.33168,Detroit MI,-83.04792,James Carter,0.0,366.0273,8,0.41,140.666,4,0.29,Dodo's Bounce,2008,0,0,0,1,0,0,0,0
3978,SOUQKFN12A8C13DC40,TRALVCW128F4288926,164674,German Lugers,ARA7EEC1187FB4C392,49.01037,Karlsruhe Germany,8.4092,Snowgoons,0.0,212.32281,9,0.036,85.138,4,0.399,Real World,2007,0,0,0,0,0,0,0,1
3979,SOOYWKG12AB018AFB5,TRALVWU12903CE67BA,685057,American Spirit,ARNLE621187B98ECB5,41.26069,Omaha NE,-95.93995,Mannheim Steamroller,0.0,285.6224,0,0.65,130.052,4,1.0,Battle Hymn Of The Republic,0,0,0,0,0,0,0,0,0
3980,SOTUFIE12AAF3B3B7D,TRALVZY12903D0048B,739881,For The Lions,ARPKATM1187B9B76E6,41.30711,New Haven CT,-72.92496,Hatebreed,0.0,141.50485,0,0.85,175.363,1,0.346,Supertouchshitfit (Bad Brains),2009,0,0,0,0,0,0,0,0
3981,SOHJWNE12A8C14140B,TRALVKP128F42AD00C,123077,Ultimate Country Christmas,AR3DLBB1187B98F3DF,38.14991,Staunton VA,-79.0732,The Statler Brothers,0.0,140.69506,0,0.811,99.66,5,0.757,White Christmas,1994,0,0,0,0,0,0,0,0
3984,SOCPYWK12AB01832C7,TRALVNT128F931C4C6,627001,Pop Pop  Canyon,ARXAHU31187B9B1520,51.50632,London,-0.12714,Vex'd,0.0,365.03465,11,0.03,149.96,4,0.0,Canyon,2005,0,0,1,0,0,0,0,0
3986,SOUYILL12A8C139933,TRALHES128F425A496,263884,Sing & play,ARCII0J1187FB3A1B4,40.71455,New York City New York,-74.00712,The Marx Brothers,0.0,179.12118,7,0.505,172.809,3,0.719,Everyone says i love you,0,0,0,0,0,0,0,0,0
3993,SOEZQXE12AF72ACC54,TRALHUV128F92CBAFB,315993,Donauinsel Live,AR5DXUU1187B9B0E42,48.20254,Vienna Austria,16.3688,Falco,0.0,271.09832,8,0.102,112.352,5,0.786,Junge Römer,1991,1,1,1,0,0,0,0,0
3994,SOKQFBG12AB0181409,TRALHMS128F930C08C,620633,Axe To Fall,ARYOPH81187B98AEED,40.65507,Boston Brooklyn USA,-73.94888,Converge,0.0,174.75873,1,0.403,156.924,4,0.722,Dark Horse,2009,1,0,0,0,1,0,0,0
3995,SOPTOKV12AAF3B5233,TRALHIQ12903D00496,739881,For The Lions,ARPKATM1187B9B76E6,41.30711,New Haven CT,-72.92496,Hatebreed,0.0,179.17342,0,0.588,136.021,4,0.573,Boxed In (Subzero),2009,0,0,0,0,0,0,0,0
3996,SOOBOKE12A8C136227,TRALBOZ128F4251490,144927,Give Me Convenience or Give Me Death,AR050VJ1187B9B13A7,,,,Dead Kennedys,0.0,182.04689,5,0.692,223.62,1,0.0,The Man with the Dogs,1979,1,0,0,0,0,0,0,0
3997,SOOMSZH12AB0189A6F,TRALBHB12903CA2E52,704388,Mr. Budy Bye,ARJDMBO1187B9AD118,,,,Johnny Osbourne,0.0,202.03057,0,0.702,136.72,1,0.0,Folly Ranking,2007,0,0,0,0,0,0,0,0
4005,SODPMFZ12A8C135E5A,TRALBIA128F4272082,92560,Say It,AR5LZJD1187FB4C5E5,35.66693, NC,-80.46935,Britt Nicole,0.0,203.78077,1,0.646,132.021,4,0.458,Good Day,2007,1,1,1,0,0,1,0,0
4007,SOVDYER12A6D4F7E1B,TRALONM128EF35A199,79577,Jump,ARBEOHF1187B9B044D,43.59447,Bay City MI,-83.88886,Madonna,0.0,320.1824,7,0.604,130.003,4,0.0,Jump [Jacques Lu Cont Edit],2006,0,1,1,0,0,0,0,0
